Asset1,Asset2,Asset3,Asset7,Asset8,Asset9,B2B_purchase1,Capital1,CapitalRatio1,Cost1,Cost10,Cost11,Cost12,Cost13,Cost14,Cost15,Cost16,Cost17,Cost2,Cost3,Cost4,Cost5,Cost8,Cost9,Design1,Emp_female,Emp_male,Emp_total,EquityShareCapital,ITAssetC,Liability1,Liability2,Liability3,NProfitB4Tax,OutsourcingCost,Patent1,RNDcost1,RevProfit1,RevProfit2,TAssetC1,TAssetC2,TAssetC3,TAssetC4,TAssetC5,TAssetC6,TAssetC7,TAssetC8,TradeMark1,UMR1,emp2,emp3,emp4,emp6,emp66,emp7,emp8
690997,253231,187501.0,33443.0,175198.0,2272.0,1201181.0,184939,0.0,1204302,22709,527.0,2611.0,1029.0,91282,25657.0,1451.0,1753.0,83156,25657,1287458.0,1107280.0,59468,2552,0.0,74.0,677.0,751,66768.0,0.0,506058,501102.0,4956.0,28935,12812.0,1.0,890.0,1325102,16948,17157.0,0.0,516.0,313.0,15606.0,15.0,2944.0,-2237.0,7.0,0.0,132,107.0,25.0,132,0.0,107.0,25.0
173321,18223,20112.0,60520.0,56876.0,300.0,88304.0,73912,0.0,113518,3049,707.0,0.0,11.0,33826,5200.0,3455.0,1.0,4133,5200,117651.0,68728.0,10335,995,0.0,19.0,98.0,117,21800.0,8.0,99409,68391.0,31018.0,-4129,4291.0,1.0,4.0,111844,6878,10520.0,220.0,8330.0,649.0,801.0,5.0,31.0,484.0,22.0,0.0,61,59.0,2.0,9,0.0,7.0,2.0
31333,6848,15705.0,0.0,8162.0,,73719.0,17251,0.0,97617,836,176.0,22.0,3.0,5207,846.0,216.0,0.0,4624,846,102241.0,92277.0,3709,11,0.0,44.0,49.0,93,2000.0,0.0,14082,12919.0,1163.0,5975,,0.0,,108549,513,3333.0,0.0,1616.0,1003.0,411.0,30.0,280.0,-7.0,14.0,0.0,93,49.0,44.0,5,0.0,3.0,2.0
136628,24886,15118.0,3186.0,91012.0,74.0,43598.0,56497,0.0,61590,7465,985.0,6.0,273.0,9351,9309.0,2306.0,776.0,8708,9309,70298.0,44378.0,7297,543,0.0,14.0,87.0,101,4000.0,0.0,80131,70922.0,9209.0,-6195,924.0,0.0,91.0,71772,1640,236.0,0.0,0.0,0.0,206.0,0.0,30.0,0.0,15.0,0.0,23,18.0,5.0,23,0.0,18.0,5.0
54896,38399,6545.0,1915.0,7228.0,,33408.0,20750,0.0,41392,1276,158.0,1.0,0.0,7851,2018.0,1711.0,19.0,3068,2018,44460.0,29448.0,5625,101,0.0,9.0,52.0,61,1500.0,0.0,34146,32994.0,1152.0,7087,,0.0,3.0,51265,2300,942.0,45.0,205.0,82.0,610.0,0.0,0.0,0.0,0.0,0.0,17,10.0,7.0,17,0.0,10.0,7.0
268064,24988,30528.0,1707.0,206126.0,701.0,172310.0,149228,0.0,182104,7610,2326.0,3980.0,87.0,21216,3015.0,1020.0,354.0,84252,3015,266356.0,179012.0,49266,2859,104.0,149.0,728.0,877,87642.0,225.0,118836,90156.0,28680.0,2826,40301.0,4.0,264.0,271115,1082,30762.0,59.0,1757.0,490.0,19218.0,244.0,381.0,8613.0,1049.0,0.0,45,37.0,8.0,45,0.0,37.0,8.0
7964,3292,3035.0,3.0,914.0,282.0,14206.0,-952,0.0,21345,443,332.0,874.0,39.0,10470,404.0,114.0,1.0,12748,404,34093.0,17085.0,4377,473,17.0,11.0,51.0,62,14839.0,100.0,8916,7897.0,1019.0,-1317,0.0,0.0,11.0,31150,2030,390.0,0.0,0.0,0.0,0.0,0.0,469.0,-79.0,70.0,0.0,22,13.0,9.0,10,0.0,3.0,7.0
3945699,425561,234994.0,1305192.0,1663776.0,278823.0,866627.0,2289361,0.0,1217875,109252,18338.0,172124.0,2336.0,338788,79725.0,24792.0,13097.0,770192,79725,1988067.0,993063.0,330259,23907,408.0,1113.0,4270.0,5383,6786.0,5533.0,1656338,897901.0,758437.0,42101,162719.0,43.0,1104.0,2083654,26239,268508.0,1489.0,58404.0,14106.0,148372.0,814.0,74728.0,-29405.0,796.0,4.0,372,308.0,64.0,97,0.0,75.0,22.0
205782,51372,11887.0,51142.0,63633.0,3576.0,29411.0,186838,0.0,54217,3321,862.0,1654.0,34.0,30534,3308.0,0.0,19.0,34075,3308,88292.0,35238.0,16260,389,14.0,60.0,301.0,361,8929.0,92.0,18944,13596.0,5348.0,3566,,10.0,1151.0,89174,5992,163.0,0.0,0.0,0.0,36.0,25.0,102.0,0.0,246.0,,212,176.0,36.0,90,0.0,73.0,17.0
3304647,470443,115075.0,352073.0,2022796.0,180336.0,540625.0,1372967,0.0,915046,113241,13495.0,178478.0,-656.0,347917,74666.0,50956.0,2738.0,595286,74666,1510332.0,539110.0,303075,15672,48.0,636.0,2733.0,3369,368842.0,6175.0,1931680,1230441.0,701239.0,44419,57406.0,35.0,4464.0,1605639,23778,79968.0,2206.0,10438.0,3810.0,12975.0,0.0,61271.0,-10732.0,1409.0,1.0,445,365.0,80.0,445,8.0,365.0,80.0
706677,72680,100990.0,58.0,285696.0,,226542.0,188541,100.0,289362,19970,574.0,85568.0,-48.0,112192,15370.0,2655.0,342.0,228407,15370,517769.0,227837.0,68301,3375,3.0,109.0,566.0,675,30204.0,0.0,518136,488606.0,29530.0,182506,,2.0,598.0,703027,12618,46478.0,0.0,227.0,84.0,60341.0,0.0,1219.0,-15393.0,0.0,0.0,133,77.0,56.0,62,0.0,39.0,23.0
639370,68944,38820.0,179822.0,349499.0,1496.0,185599.0,449119,3.0,245233,5467,1256.0,191.0,399.0,26257,30052.0,2617.0,81.0,7566,30052,252799.0,198281.0,20938,10,,236.0,187.0,423,11069.0,0.0,190251,103964.0,86287.0,-25144,7943.0,1.0,284.0,243419,14288,5196.0,0.0,257.0,0.0,2168.0,0.0,738.0,2033.0,63.0,,71,51.0,20.0,65,0.0,45.0,20.0
242099,113834,25086.0,49111.0,48670.0,1.0,104803.0,193044,1.0,131387,1419,1379.0,3.0,-143.0,18733,3824.0,435.0,1.0,8363,3824,139750.0,104670.0,13163,526,0.0,63.0,233.0,296,21157.0,0.0,49055,46939.0,2116.0,4942,5199.0,1.0,,142564,5952,1178.0,0.0,245.0,0.0,569.0,295.0,16.0,53.0,5.0,0.0,84,55.0,29.0,84,0.0,55.0,29.0
27637,13381,3285.0,5806.0,5071.0,,5070.0,25965,0.0,13785,622,153.0,0.0,83.0,5595,83.0,0.0,1.0,2105,83,15890.0,5173.0,3614,650,4.0,34.0,46.0,80,1000.0,0.0,1672,1502.0,170.0,1432,3429.0,0.0,,16805,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,80,46.0,34.0,22,0.0,15.0,7.0
13017,3160,4944.0,125.0,4190.0,,1470.0,5127,0.0,13329,367,185.0,126.0,-8.0,13684,280.0,196.0,1.0,16461,280,29790.0,9927.0,5116,393,7.0,144.0,15.0,159,500.0,0.0,7890,7578.0,312.0,218,2422.0,0.0,24.0,30110,178,115.0,0.0,0.0,0.0,96.0,0.0,19.0,0.0,14.0,0.0,36,15.0,21.0,3,0.0,1.0,2.0
187233,45244,55899.0,62616.0,18842.0,244.0,,37540,0.0,328919,913,1150.0,5.0,116.0,130617,16902.0,4693.0,7.0,33995,16902,362914.0,199793.0,29975,345,0.0,244.0,273.0,517,2581.0,86.0,149693,115480.0,34213.0,6844,81866.0,0.0,1989.0,375259,11401,683.0,71.0,223.0,0.0,24.0,0.0,365.0,0.0,5.0,0.0,440,211.0,229.0,10,0.0,5.0,5.0
523872,22791,22268.0,388820.0,75614.0,12016.0,80789.0,412940,0.0,156077,14319,1278.0,0.0,204.0,55369,5054.0,1777.0,2.0,11358,5054,167435.0,82223.0,12989,1053,0.0,9.0,186.0,195,6640.0,0.0,110932,74216.0,36716.0,-14182,,2.0,,143116,15191,3942.0,0.0,915.0,127.0,3038.0,0.0,0.0,-138.0,17.0,0.0,30,25.0,5.0,30,0.0,25.0,5.0
23653,10527,12542.0,90.0,62.0,83.0,961.0,5815,0.0,87356,87,148.0,13.0,0.0,48409,1939.0,334.0,17.0,4356,1939,91712.0,38760.0,3872,423,0.0,31.0,38.0,69,3000.0,0.0,17838,17680.0,158.0,931,2000.0,0.0,,93019,1563,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,69,38.0,31.0,15,0.0,6.0,9.0
22488,9800,696.0,228.0,11600.0,,7482.0,11266,0.0,10747,183,41.0,3.0,14.0,2354,347.0,333.0,3.0,1742,347,12489.0,7434.0,2426,34,,6.0,44.0,50,4100.0,0.0,11222,10718.0,504.0,2399,34.0,,,13267,1968,37.0,0.0,0.0,0.0,33.0,0.0,4.0,0.0,,,7,5.0,2.0,7,0.0,5.0,2.0
37963,15907,10110.0,1672.0,9370.0,310.0,17407.0,15767,0.0,34230,478,656.0,0.0,46.0,14284,1467.0,563.0,24.0,4944,1467,39174.0,18843.0,4614,253,0.0,35.0,74.0,109,500.0,0.0,22196,16786.0,5410.0,1586,12353.0,0.0,288.0,41568,659,2766.0,1130.0,512.0,0.0,978.0,102.0,44.0,0.0,3.0,0.0,50,33.0,17.0,50,5.0,33.0,17.0
54326,16373,20824.0,12351.0,2797.0,18.0,41891.0,12010,0.0,66100,102,14.0,96.0,60.0,24322,3669.0,1608.0,3.0,8679,3669,74779.0,46054.0,3850,281,0.0,23.0,41.0,64,870.0,21.0,42316,39456.0,2860.0,2663,23283.0,0.0,306.0,78209,2902,93.0,69.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,35,20.0,15.0,9,0.0,5.0,4.0
20604,6538,9459.0,1677.0,998.0,27.0,21088.0,13093,0.0,27406,224,27.0,0.0,5.0,6871,1318.0,168.0,1.0,4296,1318,31702.0,21847.0,2602,126,0.0,19.0,41.0,60,1000.0,0.0,7511,7198.0,313.0,1239,,0.0,,33494,765,67.0,0.0,0.0,0.0,2.0,59.0,6.0,0.0,2.0,0.0,34,26.0,8.0,11,0.0,9.0,2.0
121030,38438,22624.0,5120.0,50918.0,,94516.0,51978,0.0,139337,12412,668.0,0.0,0.0,19168,8055.0,1071.0,1.0,4965,8055,144302.0,96540.0,15407,107,0.0,230.0,205.0,435,5297.0,0.0,69052,47758.0,21294.0,-12825,,0.0,459.0,132384,7148,641.0,0.0,169.0,4.0,352.0,75.0,41.0,0.0,1.0,0.0,26,18.0,8.0,26,0.0,18.0,8.0
84859,27311,29398.0,20600.0,4608.0,,83853.0,16115,0.0,167756,637,464.0,30.0,-5.0,92353,7812.0,2831.0,18.0,22553,7812,190309.0,82425.0,13910,495,0.0,98.0,86.0,184,2214.0,0.0,68744,56397.0,12347.0,4120,78560.0,0.0,809.0,199231,3010,1774.0,0.0,0.0,0.0,51.0,24.0,1699.0,0.0,0.0,0.0,172,75.0,97.0,30,0.0,18.0,12.0
48145,31864,9556.0,425.0,5963.0,0.0,53014.0,31838,0.0,52409,765,67.0,21.0,16.0,25719,1015.0,0.0,0.0,6328,1015,58737.0,27694.0,4364,91,0.0,33.0,75.0,108,8066.0,0.0,16307,16025.0,282.0,6989,,0.0,,64411,2330,536.0,0.0,180.0,0.0,257.0,0.0,99.0,0.0,0.0,0.0,39,26.0,13.0,11,0.0,7.0,4.0
1275008,47401,34616.0,919148.0,269481.0,1546.0,197027.0,651570,0.0,209068,9566,921.0,322.0,0.0,83145,19745.0,10956.0,0.0,15816,19745,224884.0,109165.0,21765,0,0.0,372.0,219.0,591,13708.0,0.0,623438,388657.0,234781.0,16934,1117.0,3.0,3.0,256979,4584,9665.0,267.0,2256.0,23.0,457.0,47.0,6651.0,-36.0,28.0,0.0,116,73.0,43.0,68,0.0,48.0,20.0
9707,1854,2566.0,2.0,5110.0,,2991.0,876,0.0,8803,320,81.0,1.0,-14.0,3427,341.0,159.0,0.0,604,341,9407.0,3702.0,1872,18,0.0,3.0,53.0,56,692.0,0.0,8831,6543.0,2288.0,-789,,0.0,,8848,111,34.0,0.0,0.0,0.0,7.0,0.0,27.0,0.0,1.0,0.0,2,1.0,1.0,2,0.0,1.0,1.0
13967,9426,496.0,138.0,2524.0,9.0,11380.0,6667,0.0,20780,548,315.0,72.0,470.0,5488,339.0,77.0,26.0,2930,339,23710.0,12043.0,4678,96,0.0,35.0,67.0,102,1200.0,9.0,7300,5476.0,1824.0,1288,1471.0,0.0,4.0,24712,625,31.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,2.0,0.0,24,12.0,12.0,24,0.0,12.0,12.0
20667,6577,2219.0,7516.0,4353.0,0.0,,19669,33.0,5589,58,37.0,0.0,0.0,4075,5.0,0.0,0.0,2033,5,7622.0,1912.0,1464,76,0.0,34.0,33.0,67,1200.0,0.0,998,817.0,181.0,917,,0.0,,8334,210,552.0,0.0,0.0,0.0,439.0,0.0,113.0,0.0,0.0,0.0,22,12.0,10.0,22,0.0,12.0,10.0
27382,9438,6426.0,1338.0,9557.0,476.0,6592.0,9000,0.0,18340,624,105.0,633.0,1.0,7984,691.0,531.0,29.0,8545,691,26885.0,14915.0,2390,233,0.0,56.0,14.0,70,2000.0,0.0,18382,16346.0,2036.0,696,3279.0,1.0,69.0,28153,119,350.0,0.0,19.0,0.0,1.0,0.0,330.0,0.0,1.0,0.0,55,11.0,44.0,33,0.0,7.0,26.0
562636,107150,61975.0,235821.0,153056.0,804.0,220488.0,484045,0.0,296648,12417,1253.0,79.0,235.0,31149,3824.0,201.0,652.0,10732,3824,307380.0,221455.0,40754,38,0.0,758.0,322.0,1080,12000.0,0.0,78591,50793.0,27798.0,7619,592.0,1.0,695.0,310813,8010,5821.0,241.0,336.0,58.0,5806.0,50.0,784.0,-1454.0,10.0,0.0,55,33.0,22.0,55,3.0,33.0,22.0
34579,6773,1497.0,21090.0,18.0,24.0,20841.0,25292,0.0,26245,117,97.0,0.0,-317.0,4647,11944.0,416.0,0.0,2143,11944,28388.0,21020.0,2703,121,4.0,31.0,21.0,52,30025.0,0.0,9287,9282.0,5.0,-11880,2071.0,0.0,12.0,26922,1530,14.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,6.0,0.0,5,2.0,3.0,5,0.0,2.0,3.0
19457,3848,10745.0,511.0,2332.0,634.0,13681.0,4173,0.0,13687,526,144.0,2986.0,5.0,4396,650.0,627.0,4.0,7421,650,21108.0,9199.0,3495,357,11.0,65.0,24.0,89,750.0,189.0,15284,14121.0,1163.0,312,,4.0,47.0,21765,305,330.0,0.0,0.0,0.0,309.0,0.0,21.0,0.0,19.0,0.0,89,24.0,65.0,24,10.0,11.0,13.0
373959,66293,42524.0,36480.0,226034.0,496.0,38627.0,178288,0.0,227086,3132,991.0,2.0,-137.0,68632,30866.0,6487.0,2.0,12468,30866,239554.0,140155.0,25984,795,0.0,246.0,375.0,621,5300.0,0.0,195671,147679.0,47992.0,-27759,,1.0,251.0,234703,7958,4356.0,0.0,37.0,64.0,4256.0,6.0,58.0,-65.0,8.0,0.0,131,102.0,29.0,131,0.0,102.0,29.0
101191,17141,12670.0,33200.0,33579.0,4105.0,3433.0,56312,2.0,45847,1557,236.0,1054.0,43.0,49075,4960.0,1674.0,14.0,23521,4960,69368.0,9373.0,7971,59,3.0,62.0,104.0,166,11859.0,1110.0,44879,35849.0,9030.0,-386,19526.0,21.0,1568.0,72495,1447,168.0,0.0,0.0,0.0,155.0,0.0,45.0,-32.0,59.0,1.0,145,83.0,62.0,145,0.0,83.0,62.0
30535,4979,16427.0,179.0,8637.0,14.0,1751.0,17986,0.0,28743,1062,261.0,0.0,140.0,10570,398.0,252.0,1.0,3867,398,32610.0,15133.0,5258,186,0.0,59.0,62.0,121,6200.0,1.0,12549,10022.0,2527.0,-1509,7261.0,0.0,33.0,31133,366,14.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,3.0,29,20.0,9.0,29,1.0,20.0,9.0
18680,6388,7743.0,1429.0,3118.0,2.0,12400.0,2781,0.0,34866,284,98.0,17.0,-22.0,11688,682.0,270.0,0.0,6286,682,41152.0,23583.0,5239,265,3.0,36.0,66.0,102,500.0,0.0,15899,14254.0,1645.0,175,6640.0,0.0,107.0,41207,802,90.0,0.0,0.0,0.0,83.0,0.0,7.0,0.0,3.0,0.0,42,26.0,16.0,12,0.0,6.0,6.0
87061,30832,7567.0,15823.0,32543.0,,52138.0,18802,0.0,94444,1265,146.0,0.0,7254.0,35571,4780.0,1712.0,0.0,16882,4780,111326.0,57646.0,9375,69,4.0,95.0,141.0,236,11020.0,0.0,68259,41984.0,26275.0,3064,22625.0,2.0,590.0,115824,3346,19590.0,0.0,5246.0,240.0,2086.0,51.0,123.0,11844.0,0.0,1.0,76,57.0,19.0,10,0.0,6.0,4.0
67817,13792,18917.0,1955.0,31374.0,46.0,22661.0,37138,0.0,40305,1547,214.0,1.0,43.0,13403,993.0,167.0,10.0,3750,993,44055.0,20215.0,8605,27,5.0,44.0,118.0,162,5100.0,5.0,30679,23616.0,7063.0,963,1578.0,0.0,,44712,1299,315.0,0.0,0.0,0.0,304.0,0.0,11.0,0.0,12.0,0.0,23,13.0,10.0,15,0.0,11.0,4.0
499024,38419,54674.0,72753.0,331425.0,1013.0,138558.0,172135,0.0,229183,13511,1526.0,202.0,264.0,48282,16703.0,10271.0,0.0,7060,16703,236243.0,141666.0,30792,0,2.0,540.0,251.0,791,8400.0,0.0,326889,274721.0,52168.0,-23077,,0.0,,226772,3097,5634.0,5256.0,0.0,0.0,141.0,0.0,237.0,0.0,17.0,0.0,59,43.0,16.0,59,23.0,43.0,16.0
705208,151892,78572.0,85519.0,346626.0,12287.0,428000.0,279111,0.0,700739,37891,752.0,1053.0,50.0,218820,80675.0,12528.0,0.0,83680,80675,784419.0,443272.0,79933,2648,11.0,106.0,1015.0,1121,237231.0,204.0,426097,162707.0,263390.0,-38597,22689.0,573.0,13169.0,809635,16862,28980.0,159.0,0.0,2573.0,33279.0,0.0,2131.0,-9162.0,135.0,1.0,364,295.0,69.0,111,0.0,78.0,33.0
21665,5363,2759.0,3600.0,9779.0,,31485.0,7103,0.0,48234,173,143.0,0.0,0.0,14650,564.0,303.0,0.0,1469,564,49703.0,31547.0,3185,5,0.0,9.0,80.0,89,580.0,0.0,14562,11747.0,2815.0,355,13046.0,0.0,,50386,236,127.0,0.0,0.0,0.0,93.0,10.0,24.0,0.0,0.0,0.0,89,80.0,9.0,25,0.0,21.0,4.0
19723,5335,8129.0,1.0,6057.0,,6994.0,4822,0.0,14750,572,54.0,0.0,3.0,4561,505.0,221.0,1.0,1996,505,16746.0,7458.0,3730,368,0.0,51.0,34.0,85,8151.0,0.0,14901,3166.0,11735.0,80,2637.0,0.0,0.0,17260,71,66.0,0.0,0.0,0.0,0.0,57.0,9.0,0.0,5.0,0.0,13,10.0,3.0,5,0.0,3.0,2.0
59642,19619,7383.0,6910.0,12381.0,1453.0,63237.0,34354,0.0,63237,1718,417.0,3380.0,0.0,21770,993.0,296.0,542.0,29396,993,92633.0,53660.0,9645,2043,318.0,107.0,98.0,205,10625.0,476.0,25288,13406.0,11882.0,4384,,6.0,165.0,96171,1839,1106.0,0.0,70.0,0.0,414.0,64.0,443.0,115.0,19.0,0.0,192,93.0,99.0,8,0.0,3.0,5.0
39720,3943,16670.0,1681.0,16828.0,,11270.0,17811,0.0,25358,338,147.0,0.0,7.0,13842,1194.0,529.0,0.0,3979,1194,29337.0,11620.0,3063,320,0.0,29.0,30.0,59,300.0,0.0,21909,15464.0,6445.0,144,11534.0,0.0,,30270,405,39.0,0.0,0.0,0.0,0.0,29.0,10.0,0.0,0.0,1.0,21,12.0,9.0,21,0.0,12.0,9.0
27703,9476,9130.0,194.0,8289.0,,9077.0,15700,0.0,18881,552,124.0,0.0,10.0,7467,406.0,276.0,8.0,1533,406,20414.0,9170.0,2953,138,0.0,36.0,42.0,78,600.0,0.0,12003,6288.0,5715.0,939,6301.0,0.0,,21330,429,227.0,8.0,51.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,10,6.0,4.0,10,0.0,6.0,4.0
40277,19600,9240.0,3877.0,4279.0,11.0,30897.0,7415,0.0,38520,300,43.0,21.0,30.0,17407,10789.0,1379.0,8.0,15704,10789,54224.0,30897.0,5159,367,31.0,87.0,59.0,146,2400.0,0.0,32862,29673.0,3189.0,-6661,3690.0,5.0,5.0,56559,1793,67.0,0.0,0.0,0.0,33.0,27.0,7.0,0.0,17.0,0.0,73,14.0,59.0,34,3.0,14.0,20.0
252338,53232,15174.0,91695.0,90088.0,61.0,35614.0,185764,0.0,63250,4634,1277.0,4.0,-73.0,11010,2195.0,113.0,15.0,3660,2195,66910.0,38985.0,10775,298,0.0,180.0,120.0,300,4000.0,0.0,66574,15315.0,51259.0,4252,143.0,0.0,194.0,64346,9011,4270.0,0.0,443.0,0.0,3704.0,11.0,36.0,76.0,0.0,0.0,42,27.0,15.0,42,0.0,27.0,15.0
179770,40123,89621.0,20937.0,9318.0,367.0,58993.0,81122,0.0,112043,4296,769.0,2892.0,0.0,81792,7586.0,1371.0,5.0,78328,7586,190371.0,71005.0,21243,8374,1.0,188.0,184.0,372,29466.0,65.0,98648,78053.0,20595.0,-8110,31037.0,0.0,5629.0,187272,2575,3447.0,0.0,0.0,2974.0,10.0,0.0,463.0,0.0,170.0,0.0,372,184.0,188.0,85,0.0,48.0,37.0
18478,2112,6252.0,1585.0,7618.0,114.0,,9462,0.0,7393,402,129.0,44.0,2.0,8689,504.0,253.0,3.0,9856,504,17249.0,4798.0,3134,51,0.0,52.0,18.0,70,490.0,0.0,9016,8794.0,222.0,189,2000.0,0.0,568.0,17827,115,270.0,0.0,0.0,0.0,258.0,0.0,12.0,0.0,27.0,0.0,70,18.0,52.0,44,32.0,18.0,26.0
36224,22854,8547.0,5.0,3582.0,10.0,34300.0,13865,0.0,33619,759,38.0,1194.0,45.0,19003,110.0,54.0,1.0,23144,110,56763.0,29307.0,5278,1139,0.0,57.0,60.0,117,500.0,2.0,22359,23093.0,-734.0,1044,4012.0,0.0,382.0,57486,431,632.0,0.0,0.0,5.0,0.0,0.0,627.0,0.0,25.0,0.0,46,37.0,9.0,17,394.0,15.0,2.0
111186,13067,44813.0,17151.0,32398.0,809.0,38171.0,35600,0.0,51001,4345,380.0,2635.0,5.0,73339,4409.0,2169.0,3.0,77395,4409,128396.0,38466.0,9124,102,0.0,73.0,111.0,184,1000.0,20.0,75586,63910.0,11676.0,11925,10058.0,0.0,,141962,2768,1898.0,0.0,0.0,0.0,11.0,0.0,1887.0,0.0,111.0,0.0,184,111.0,73.0,172,0.0,104.0,68.0
76079,20439,34486.0,303.0,18417.0,46.0,,35426,0.0,47644,1914,218.0,683.0,13.0,71547,1757.0,712.0,0.0,65951,1757,113595.0,27184.0,10395,1641,0.0,112.0,46.0,158,2000.0,43.0,40653,36398.0,4255.0,-1233,14867.0,0.0,3684.0,113669,450,2811.0,638.0,3.0,0.0,2036.0,0.0,134.0,0.0,16.0,0.0,158,46.0,112.0,17,324.0,6.0,11.0
5109,2252,11.0,364.0,2213.0,2.0,4072.0,2010,0.0,6772,113,45.0,2.0,49.0,682,198.0,119.0,3.0,1024,198,7796.0,4144.0,2701,60,0.0,44.0,10.0,54,300.0,0.0,3099,2341.0,758.0,210,72.0,0.0,,8196,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54,10.0,44.0,12,0.0,7.0,5.0
56729,31584,825.0,5419.0,18464.0,,42407.0,37586,0.0,95440,307,252.0,0.0,0.0,50466,1470.0,84.0,0.0,4784,1470,100224.0,44806.0,4381,12,0.0,36.0,23.0,59,1000.0,0.0,19143,19143.0,,6202,46039.0,0.0,,104246,3650,246.0,0.0,0.0,0.0,0.0,224.0,22.0,0.0,0.0,0.0,59,23.0,36.0,9,0.0,3.0,6.0
30096,12498,5503.0,1259.0,10096.0,15.0,,9295,0.0,31760,313,200.0,61.0,8.0,19790,861.0,617.0,0.0,5040,861,36800.0,10831.0,5235,362,0.0,105.0,46.0,151,300.0,0.0,20801,19941.0,860.0,1592,,0.0,188.0,38832,421,1878.0,326.0,1305.0,0.0,54.0,62.0,131.0,0.0,0.0,0.0,151,46.0,105.0,52,0.0,23.0,29.0
16040,3812,9980.0,1048.0,567.0,,11490.0,3985,0.0,18155,357,69.0,224.0,31.0,16503,574.0,365.0,0.0,12726,574,30881.0,10398.0,2898,401,0.0,26.0,24.0,50,600.0,0.0,12055,10839.0,1216.0,1384,7341.0,0.0,405.0,32762,77,243.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,42.0,0.0,50,24.0,26.0,38,164.0,24.0,14.0
8545,6023,883.0,790.0,605.0,17.0,5752.0,3257,0.0,10131,0,250.0,219.0,0.0,4929,164.0,91.0,0.0,7447,164,17578.0,5523.0,6422,235,0.0,149.0,19.0,168,500.0,0.0,5288,5168.0,120.0,113,3231.0,0.0,,17817,38,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,0.0,168,19.0,149.0,15,98.0,5.0,10.0
16788,12299,3470.0,39.0,865.0,,9435.0,10742,0.0,14004,51,60.0,230.0,537.0,14772,115.0,75.0,0.0,17858,115,31862.0,10672.0,5296,244,0.0,80.0,14.0,94,1000.0,0.0,6046,5863.0,183.0,2742,3459.0,0.0,,34361,358,36.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0,0.0,29,14.0,15.0,15,60.0,10.0,5.0
91748,24512,38753.0,1429.0,9364.0,1946.0,57279.0,69469,50.0,61431,3475,66.0,5886.0,0.0,85915,956.0,27.0,10.0,108920,956,170351.0,60094.0,6677,8238,0.0,40.0,52.0,92,10000.0,980.0,22279,19442.0,2837.0,24638,2117.0,0.0,0.0,194495,1450,2879.0,0.0,0.0,0.0,0.0,0.0,2971.0,-92.0,0.0,0.0,80,46.0,34.0,70,0.0,42.0,28.0
7198,5804,470.0,,690.0,,4884.0,6242,0.0,12259,157,231.0,0.0,0.0,2285,3.0,3.0,0.0,1638,3,13897.0,4699.0,6121,404,0.0,196.0,37.0,233,600.0,0.0,956,953.0,3.0,903,1172.0,0.0,12.0,14799,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,7.0,2.0,9,0.0,7.0,2.0
64828,22990,19550.0,163.0,11434.0,167.0,3538.0,12834,0.0,60087,1282,118.0,302.0,1162.0,58900,9678.0,3290.0,0.0,43367,9678,103454.0,34858.0,6657,175,1.0,72.0,52.0,124,10147.0,0.0,51994,50582.0,1412.0,1878,25425.0,0.0,955.0,103847,11163,10918.0,6527.0,3220.0,0.0,0.0,68.0,1103.0,0.0,9.0,0.0,124,52.0,72.0,38,0.0,17.0,21.0
89636,34475,41717.0,1.0,9218.0,24.0,18582.0,52165,0.0,42046,2530,429.0,3922.0,96.0,100710,756.0,566.0,5.0,80624,756,122670.0,19.0,13625,1339,0.0,392.0,174.0,566,300.0,7.0,37471,37471.0,,4818,14598.0,0.0,1166.0,127215,1029,3007.0,2.0,0.0,0.0,0.0,0.0,2406.0,599.0,0.0,0.0,90,32.0,58.0,20,0.0,12.0,8.0
150851,29918,61670.0,18026.0,35955.0,1372.0,32616.0,92128,0.0,58560,3442,627.0,2382.0,18.0,62585,13118.0,1348.0,1047.0,67384,13118,125944.0,40048.0,12687,4155,9.0,36.0,65.0,101,1339.0,167.0,58723,20426.0,38297.0,-15915,17720.0,2.0,745.0,121564,1583,4113.0,0.0,45.0,83.0,0.0,0.0,3031.0,954.0,196.0,0.0,101,65.0,36.0,38,0.0,22.0,16.0
